task_id,dataset_name,problem_type,context_len,use_chunk,chunk_size,seed,fit_time_s,eval_time_s,fit_mem_mb,eval_mem_mb,auc,acc,r2,rmse
363672,Food_Delivery_Time,regression,7000,0,256,1,0.6819285700330511,1.9501842039753683,8.125,4526.9208984375,0,0,0.3306727409362793,7.736497745710572
363673,GiveMeSomeCredit,binary,1000,0,256,1,0.1871223070193082,8.686061227985192,0.0,1802.23876953125,0.851567954555476,0.9369333333333333,0,0
363620,Bioresponse,binary,3000,0,256,1,27.81478993705241,27.885998480021954,8.125,22382.765625,0.8424661447917261,0.7723035952063915,0,0
363672,Food_Delivery_Time,regression,8000,0,256,1,0.732286541024223,2.117968040984124,8.125,4526.9208984375,0,0,0.32870203256607056,7.747878738013705
363673,GiveMeSomeCredit,binary,2000,0,256,1,0.18148891301825643,1.4859654449974187,8.125,1861.82568359375,0.8594294492381299,0.9375333333333333,0,0
363677,hiva_agnostic,multiclass,1000,0,256,1,2.6106758789974265,7.247594200016465,0.0,6208.412109375,0,0.9648894668400521,0,0
363673,GiveMeSomeCredit,binary,3000,0,256,1,0.20281522697769105,1.6010880789835937,8.125,1917.4130859375,0.8625825416811607,0.9370333333333334,0,0
363672,Food_Delivery_Time,regression,9000,0,256,1,0.8026304180384614,2.3000692349742167,8.125,4526.9208984375,0,0,0.33293163776397705,7.723431978063599
363673,GiveMeSomeCredit,binary,4000,0,256,1,0.22112497000489384,1.7359928209916689,8.125,1973.0,0.8616586146706817,0.9375333333333333,0,0
363672,Food_Delivery_Time,regression,10000,0,256,1,0.8256134840194136,2.5268946650321595,8.125,4526.9208984375,0,0,0.33266186714172363,7.724993570565816
363616,APSFailure,binary,6000,0,256,1,1.7471656859852374,22.76034284400521,8.125,18309.51171875,0.9828863103395765,0.9898026315789473,0,0
363673,GiveMeSomeCredit,binary,5000,0,256,1,0.25341814395505935,2.0627462629927322,8.125,2028.5869140625,0.862404588635573,0.9376333333333333,0,0
363673,GiveMeSomeCredit,binary,6000,0,256,1,0.2809053249657154,1.9876917489455082,8.125,2088.1728515625,0.8625934093147201,0.9379,0,0
363631,diamonds,regression,50000,0,256,1,6.104856024961919,15.238106310018338,8.125,5363.65625,0,0,0.9826914668083191,520.279071748999
363673,GiveMeSomeCredit,binary,7000,0,256,1,0.31313538702670485,2.1371094720088877,8.125,2143.759765625,0.862866445246056,0.9379,0,0
363673,GiveMeSomeCredit,binary,8000,0,256,1,0.3174251110176556,2.299285059038084,8.125,2199.3466796875,0.8642427241416017,0.9373666666666667,0,0
363672,Food_Delivery_Time,regression,20000,0,256,1,4.940920035005547,4.961516340030357,8.125,4526.9208984375,0,0,0.3405197858810425,7.679377785352536
363673,GiveMeSomeCredit,binary,9000,0,256,1,0.33643935999134555,2.450812954979483,8.125,2254.93408203125,0.8638685390470957,0.9378333333333333,0,0
363673,GiveMeSomeCredit,binary,10000,0,256,1,0.34710334899136797,2.607294358953368,8.125,2315.48583984375,0.8621358641260752,0.9376666666666666,0,0
363677,hiva_agnostic,multiclass,2000,0,256,1,10.916935411980376,6.826216993969865,8.3994140625,10250.79736328125,0,0.9648894668400521,0,0
363630,Diabetes130US,binary,40000,0,256,1,8.303834909980651,25.65733826701762,8.125,10822.77880859375,0.6287769683423087,0.9119826621923938,0,0
363678,houses,regression,1000,0,256,1,0.816588813031558,7.1777486149803735,0.0,2055.3623046875,0,0,0.8230892535351819,0.2388129327873318
363673,GiveMeSomeCredit,binary,20000,0,256,1,0.5320645269821398,4.5123012969852425,8.125,2878.3896484375,0.8636090787498123,0.9378333333333333,0,0
363678,houses,regression,2000,0,256,1,0.4365016910014674,0.7178785909782164,8.125,2055.3623046875,0,0,0.8413545379158673,0.2261489426642743
363678,houses,regression,3000,0,256,1,0.4935048019979149,0.799136561981868,8.125,2055.3623046875,0,0,0.8517892654957215,0.21858510489360805
